id	q_item_id	q_scale_id	q_measure_id	keying	created_at	updated_at
381	101	77	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
382	164	77	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
383	145	77	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
384	25	77	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
385	89	77	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
386	72	78	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
387	57	78	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
388	101	78	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
389	134	78	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
390	145	78	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
391	110	79	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
392	139	79	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
393	161	79	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
394	68	79	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
395	100	79	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
396	57	80	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
397	96	80	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
398	33	80	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
399	160	80	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
400	123	80	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
401	101	81	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
402	4	81	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
403	89	81	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
404	118	81	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
405	163	81	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
406	96	82	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
407	57	82	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
408	49	82	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
409	41	82	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
410	117	82	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
411	21	83	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
412	30	83	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
413	99	83	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
414	101	83	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
415	72	83	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
416	73	84	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
417	3	84	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
418	88	84	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
419	44	84	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
420	37	84	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
421	102	85	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
422	73	85	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
423	3	85	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
424	37	85	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
425	44	85	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
426	94	86	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
427	132	86	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
428	44	86	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
429	27	86	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
430	42	86	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
431	38	87	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
432	176	87	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
433	120	87	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
434	78	87	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
435	130	87	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
436	64	88	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
437	103	88	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
438	133	88	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
439	157	88	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
440	153	88	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
441	50	89	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
442	65	89	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
443	23	89	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
444	34	89	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
445	6	89	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
446	76	90	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
447	54	90	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
448	59	90	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
449	156	90	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
450	98	90	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
451	19	91	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
452	177	91	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
453	10	91	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
454	51	91	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
455	127	91	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
456	19	92	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
457	166	92	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
458	177	92	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
459	127	92	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
460	170	92	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
461	37	93	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
462	171	93	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
463	3	93	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
464	88	93	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
465	170	93	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
466	34	94	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
467	50	94	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
468	123	94	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
469	172	94	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
470	40	94	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
471	48	95	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
472	146	95	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
473	87	95	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
474	144	95	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
475	69	95	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
476	14	96	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
477	122	96	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
478	48	96	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
479	25	96	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
480	137	96	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
481	65	97	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
482	104	97	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
483	23	97	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
484	8	97	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
485	146	97	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
486	47	98	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
487	95	98	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
488	29	98	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
489	147	98	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
490	158	98	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
491	36	99	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
492	148	99	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
493	98	99	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
494	46	99	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
495	142	99	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
496	35	100	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
497	46	100	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
498	15	100	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
499	16	100	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
500	142	100	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
501	8	101	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
502	123	101	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
503	160	101	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
504	166	101	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
505	125	101	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
506	158	102	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
507	46	102	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
508	28	102	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
509	181	102	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
510	49	102	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
511	58	103	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
512	105	103	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
513	66	103	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
514	110	103	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
515	138	103	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
516	66	104	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
517	105	104	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
518	58	104	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
519	110	104	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
520	95	104	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
521	79	105	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
522	132	105	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
523	46	105	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
524	44	105	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
525	106	105	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
526	181	106	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
527	181	106	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
528	106	106	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
529	110	106	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
530	176	106	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
531	101	107	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
532	138	107	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
533	157	107	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
534	103	107	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
535	153	107	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
536	7	108	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
537	83	108	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
538	27	108	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
539	139	108	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
540	26	108	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
541	55	109	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
542	107	109	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
543	68	109	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
544	69	109	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
545	61	109	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
546	181	110	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
547	67	110	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
548	106	110	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
549	110	110	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
550	68	111	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
551	107	111	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
552	55	111	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
553	69	111	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
554	82	111	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
555	123	112	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
556	33	112	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
557	62	112	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
558	24	112	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
559	60	112	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
560	9	113	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
561	52	113	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
562	86	113	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
563	51	113	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
564	46	113	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
565	69	114	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
566	149	114	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
567	43	114	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
568	68	114	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
569	107	114	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
570	108	115	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
571	150	115	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
572	159	115	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
573	49	115	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
574	33	115	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
575	49	116	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
576	33	116	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
577	29	116	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
578	57	116	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
579	46	116	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
580	70	117	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
581	95	117	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
582	13	117	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
583	28	117	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
584	10	118	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
585	111	118	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
586	123	118	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
587	65	118	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
588	166	118	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
589	104	119	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
590	172	119	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
591	178	119	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
592	65	119	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
593	34	119	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
594	11	120	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
595	118	120	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
596	120	120	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
597	38	120	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
598	176	120	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
599	12	121	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
600	77	121	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
601	111	121	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
602	114	121	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
603	177	121	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
604	167	122	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
605	57	122	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
606	116	122	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
607	137	122	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
608	101	122	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
609	13	123	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
610	112	123	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
611	90	123	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
612	14	123	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
613	137	123	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
614	151	124	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
615	14	124	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
616	45	124	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
617	41	124	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
618	116	124	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
619	25	125	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
620	14	125	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
621	4	125	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
622	48	125	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
623	145	125	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
624	14	126	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
625	116	126	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
626	152	126	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
627	81	126	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
628	167	126	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
629	57	127	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
630	33	127	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
631	160	127	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
632	72	127	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
633	1	127	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
634	15	128	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
635	35	128	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
636	136	128	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
637	41	128	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
638	141	128	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
639	9	129	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
640	78	129	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
641	17	129	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
642	86	129	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
643	51	129	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
644	16	130	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
645	46	130	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
646	87	130	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
647	104	130	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
648	32	130	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
649	17	131	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
650	97	131	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
651	118	131	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
652	78	131	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
653	16	131	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
654	11	132	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
655	118	132	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
656	97	132	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
657	120	132	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
658	78	132	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
659	79	133	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
660	105	133	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
661	164	133	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
662	162	133	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
663	132	133	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
664	1	134	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
665	71	134	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
666	162	134	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
667	173	134	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
668	134	134	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
669	18	135	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
670	113	135	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
671	147	135	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
672	3	135	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
673	168	135	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
674	19	136	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
675	80	136	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
676	143	136	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
677	113	136	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
678	127	136	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
679	20	137	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
680	153	137	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
681	163	137	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
682	30	137	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
683	157	137	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
684	72	138	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
685	134	138	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
686	49	138	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
687	57	138	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
688	30	138	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
689	21	139	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
690	30	139	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
691	101	139	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
692	163	139	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
693	38	139	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
694	3	140	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
695	37	140	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
696	88	140	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
697	170	140	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
698	73	140	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
699	22	141	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
700	31	141	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
701	6	141	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
702	30	141	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
703	99	141	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
704	114	142	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
705	50	142	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
706	34	142	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
707	23	142	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
708	121	142	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
709	23	143	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
710	24	143	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
711	104	143	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
712	40	143	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
713	65	143	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
714	24	144	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
715	40	144	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
716	23	144	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
717	121	144	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
718	172	144	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
719	24	145	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
720	23	145	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
721	62	145	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
722	172	145	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
723	104	145	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
724	13	146	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
725	90	146	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
726	116	146	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
727	112	146	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
728	14	146	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
729	25	147	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
730	81	147	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
731	48	147	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
732	14	147	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
733	116	147	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
734	82	148	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
735	137	148	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
736	41	148	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
737	14	148	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
738	174	148	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
739	2	149	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
740	126	149	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
741	136	149	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
742	165	149	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
743	14	149	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
744	41	150	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
745	15	150	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
746	141	150	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
747	14	150	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
748	167	150	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
749	26	151	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
750	83	151	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
751	75	151	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
752	27	151	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
753	7	151	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
754	27	152	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
755	58	152	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
756	83	152	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
757	139	152	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
758	68	152	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
759	84	153	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
760	115	153	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
761	138	153	1	-1	2011-07-19 18:03:33	2011-07-19 18:03:33
762	154	153	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
763	68	153	1	1	2011-07-19 18:03:33	2011-07-19 18:03:33
