id	q_item_id	q_scale_id	q_measure_id	keying	created_at	updated_at
135	60	27	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
136	52	28	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
137	34	28	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
138	50	28	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
139	172	28	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
140	114	28	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
141	53	29	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
142	51	29	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
143	54	29	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
144	9	29	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
145	21	29	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
146	128	30	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
147	115	30	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
148	98	30	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
149	36	30	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
150	148	30	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
151	98	31	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
152	19	31	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
153	148	31	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
154	6	31	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
155	12	31	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
156	53	32	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
157	156	32	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
158	54	32	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
159	114	32	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
160	6	32	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
161	53	33	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
162	54	33	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
163	156	33	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
164	114	33	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
165	6	33	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
166	54	34	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
167	156	34	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
168	53	34	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
169	114	34	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
170	6	34	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
171	74	35	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
172	138	35	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
173	142	35	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
174	115	35	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
175	59	35	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
176	21	36	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
177	101	36	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
178	4	36	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
179	30	36	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
180	163	36	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
181	30	37	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
182	21	37	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
183	99	37	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
184	38	37	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
185	72	37	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
186	99	38	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
187	30	38	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
188	21	38	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
189	37	38	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
190	101	38	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
191	99	39	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
192	38	39	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
193	30	39	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
194	133	39	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
195	72	39	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
196	21	40	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
197	101	40	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
198	30	40	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
199	163	40	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
200	99	40	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
201	72	41	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
202	21	41	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
203	162	41	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
204	57	41	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
205	71	41	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
206	99	42	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
207	30	42	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
208	21	42	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
209	100	42	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
210	133	42	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
211	55	43	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
212	129	43	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
213	60	43	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
214	104	43	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
215	32	43	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
216	56	44	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
217	63	44	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
218	33	44	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
219	46	44	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
220	104	44	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
221	46	45	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
222	130	45	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
223	33	45	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
224	15	45	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
225	136	45	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
226	7	46	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
227	75	46	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
228	109	46	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
229	26	46	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
230	27	46	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
231	33	47	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
232	136	47	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
233	169	47	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
234	129	47	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
235	24	47	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
236	31	48	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
237	165	48	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
238	58	48	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
239	93	48	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
240	162	48	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
241	33	49	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
242	57	49	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
243	160	49	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
244	159	49	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
245	49	49	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
246	129	50	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
247	60	50	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
248	49	50	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
249	181	50	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
250	121	50	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
251	55	51	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
252	15	51	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
253	57	51	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
254	96	51	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
255	60	51	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
256	100	52	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
257	49	52	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
258	139	52	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
259	61	52	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
260	58	52	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
261	57	53	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
262	68	53	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
263	58	53	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
264	160	53	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
265	55	53	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
266	58	54	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
267	57	54	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
268	49	54	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
269	160	54	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
270	68	54	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
271	59	55	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
272	131	55	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
273	13	55	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
274	14	55	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
275	122	55	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
276	105	56	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
277	66	56	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
278	79	56	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
279	162	56	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
280	89	56	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
281	19	57	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
282	85	57	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
283	179	57	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
284	150	57	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
285	148	57	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
286	101	58	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
287	118	58	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
288	21	58	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
289	38	58	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
290	4	58	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
291	56	59	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
292	14	59	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
293	48	59	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
294	169	59	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
295	104	59	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
296	60	60	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
297	49	60	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
298	174	60	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
299	100	60	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
300	160	60	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
301	57	61	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
302	129	61	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
303	21	61	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
304	33	61	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
305	60	61	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
306	33	62	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
307	57	62	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
308	160	62	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
309	165	62	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
310	159	62	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
311	61	63	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
312	100	63	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
313	131	63	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
314	138	63	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
315	174	63	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
316	57	64	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
317	72	64	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
318	21	64	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
319	96	64	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
320	101	64	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
321	33	65	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
322	123	65	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
323	160	65	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
324	60	65	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
325	56	65	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
326	14	66	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
327	137	66	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
328	116	66	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
329	152	66	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
330	101	66	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
331	57	67	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
332	72	67	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
333	136	67	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
334	33	67	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
335	49	67	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
336	42	68	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
337	27	68	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
338	94	68	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
339	92	68	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
340	138	68	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
341	62	69	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
342	24	69	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
343	173	69	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
344	123	69	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
345	23	69	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
346	1	70	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
347	71	70	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
348	33	70	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
349	173	70	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
350	162	70	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
351	57	71	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
352	49	71	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
353	33	71	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
354	160	71	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
355	159	71	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
356	33	72	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
357	57	72	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
358	162	72	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
359	178	72	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
360	148	72	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
361	33	73	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
362	123	73	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
363	62	73	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
364	24	73	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
365	60	73	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
366	31	74	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
367	22	74	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
368	57	74	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
369	175	74	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
370	71	74	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
371	8	75	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
372	123	75	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
373	125	75	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
374	181	75	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
375	60	75	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
376	63	76	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
377	56	76	1	1	2011-07-19 18:03:32	2011-07-19 18:03:32
378	169	76	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
379	65	76	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
380	151	76	1	-1	2011-07-19 18:03:32	2011-07-19 18:03:32
